id,content,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,answers
6196cc0a67efbf0026496df7,Chime Credit Builder,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,"It was great good job
"
6196cc31768533003451fbaf,Chime Credit Builder,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,It was a little fast paced the average person wouldn’t pay attention. 
6196cc8c768533003451fc45,Chime Credit Builder,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,Bored
6196cc9cd0549e002056500a,Chime Credit Builder,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,I like the video. It was you young and hip. 
6196cd0d2545cb002736d1c0,Chime Credit Builder,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,I’m considering trying Chime 
6196cd23768533003451fe0d,Chime Credit Builder,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False,Resourceful and helpful. Most certianly caring.
6196cd4bd0549e0020565452,Chime - Banking with No Hidden Fees,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,No extra charges
6196cd5767efbf002649715f,Chime - Banking with No Hidden Fees,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,Very good
6196cd8ea38a2f0029d46383,Chime - Banking with No Hidden Fees,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,The video seems informative and smooth but it didn’t catch my attention enough to go download chime 
6196cd8fa38a2f0029d4638c,#ChimeHasYourBack,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,What’s with the goofy dancing?
6196cdc5d0549e0020565553,#ChimeHasYourBack,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,i liked the dancing!! 😊
6196cdc767efbf002649739c,Chime - Banking with No Hidden Fees,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,Very interesting to view & watch with others
6196cde62545cb002736d409,#ChimeHasYourBack,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,She can dance 
6196ce092545cb002736d4ef,#ChimeHasYourBack,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,I didn’t like the music at all.
6196ce0c2545cb002736d4f5,#ChimeHasYourBack,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,Loved the video 
6196ce3467efbf0026497477,#ChimeHasYourBack,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,It is good and it has good details 
6196ce51d0549e0020565637,Chime - Banking with No Hidden Fees,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,like it
6196ce56d0549e002056564e,#ChimeHasYourBack,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,Could do better dance moves and more bank details 
6196ce59d0549e002056566d,#ChimeHasYourBack,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,It was a good and fun video 
6196cead76853300345202cc,#ChimeHasYourBack,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,It was defiantly an attention getter
6196cecdd0549e002056582a,Chime - Banking with No Hidden Fees,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,The video was very interesting but not for me.  
6196cedba38a2f0029d4640c,Chime Credit Builder,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,Very interesting
6196cef5a38a2f0029d46486,Chime Credit Builder,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,The video was really good 
6196cf17a38a2f0029d46585,Chime - Banking with No Hidden Fees,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,It was funny to me the guy in it
6196cf17d0549e0020565907,Chime - Banking with No Hidden Fees,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,It was a well thought out commercial that went straight to the punch and the message was clear. Good job 
6196cf4bd0549e0020565b10,Chime Credit Builder,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,I like it
6196cf7bd0549e0020565b35,Chime - Banking with No Hidden Fees,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,Love it 
6196cf89d0549e0020565bad,Chime Credit Builder,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,It was a great video!
6196cfbba38a2f0029d46635,Chime Credit Builder,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,It’s ok not the best
6196cfe9a38a2f0029d467b7,Chime Credit Builder,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,The video was good
6196cfeed0549e0020565c5e,Chime Credit Builder,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,I believe the video gave off an third point of view of interest to pursue in what customers want in a product so that it can profit from positive feed back and good quality 
6196d009a38a2f0029d4688f,Chime Credit Builder,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,i have a chime credit card
6196d00ea38a2f0029d468b3,Chime Credit Builder,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,Signed up got denied 
6196d024d0549e0020565ced,#ChimeHasYourBack,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,It's kinda dumb tbh. Some girl doing a tiktok dance doesn't make me want Chime
6196d0302545cb002736d5ed,Chime Credit Builder,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,I thought the video showed what it was about.what you can do with good credit 
6196d099a38a2f0029d46aa3,Chime Credit Builder,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,"Very clear, funny and cute"
6196d153d0549e00205661af,Chime - Banking with No Hidden Fees,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,It was good 
6196d1777685330034520555,Chime - Banking with No Hidden Fees,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,I love it I take cute I have xhime
6196d17f768533003452057f,Chime - Banking with No Hidden Fees,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,I love the way this video promoted chimes banking services. I feel like not enough people know about chime and they need to. 
6196d1bf768533003452063f,Chime Credit Builder,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,Very nice video 
6196d1cd67efbf0026497be3,#ChimeHasYourBack,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,Ridiculous 
6196d1d367efbf0026497c0e,Chime - Banking with No Hidden Fees,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,I like the video ads
6196d1e22545cb002736d8e7,#ChimeHasYourBack,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,Chime jus keeps denying me so but I wud like to bank there
6196d236768533003452077a,Chime - Banking with No Hidden Fees,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,I you have a very very nice android version and very nice to work with the good news for you can goodness 
6196d24aa38a2f0029d46d08,#ChimeHasYourBack,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,Funny really information
6196d25167efbf0026497d43,Chime - Banking with No Hidden Fees,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False,I’ve heard too many bad things about this institution. No thank you.
6196d25c67efbf0026497d89,#ChimeHasYourBack,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,I didn't like it
6196d25f67efbf0026497d96,Chime - Banking with No Hidden Fees,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,THIS IS FINe
6196d26067efbf0026497d9c,#ChimeHasYourBack,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,Love it
6196d26ad0549e002056646b,#ChimeHasYourBack,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,Not interested 
6196d26bd0549e0020566474,#ChimeHasYourBack,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,"Basically they’re telling you to get chime
"
6196d2732545cb002736d923,#ChimeHasYourBack,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,all is very positive 
6196d29cd0549e00205664de,Chime - Banking with No Hidden Fees,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,I already have an account with Axos Banking and they are online as well and much better then Chime
6196d2a567efbf0026497e1b,Chime - Banking with No Hidden Fees,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,Great ad!
6196d2b367efbf0026497e83,Chime - Banking with No Hidden Fees,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,Informative for folks looking for easy banking solutions 
6196d2b467efbf0026497e98,#ChimeHasYourBack,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,Interesting
6196d2bb768533003452080e,#ChimeHasYourBack,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,I didn’t like the dancing at all it makes zero sense with chime 
6196d2dd2545cb002736d9ad,#ChimeHasYourBack,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,It is fine an attractive girl just not my age group so not exactly relatable to me
6196d2e867efbf0026497ee4,#ChimeHasYourBack,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,"Confused, I thought it was a dance video! Ha!"
6196d30e2545cb002736d9fa,Chime - Banking with No Hidden Fees,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,Never heard of the company 
6196d33e7685330034520aa6,#ChimeHasYourBack,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,It was awsome 
6196d3497685330034520b41,#ChimeHasYourBack,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,It was cool and very entertaining 
6196d3567685330034520ba7,Chime - Banking with No Hidden Fees,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,"I liked the video. It was amusing, realistic and informative. The actors did a good job."
6196d370d0549e00205666b1,Chime Credit Builder,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,"Chime is good, helps you improve and rebuild your credit"
6196d37b2545cb002736db4f,Chime Credit Builder,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,How does chime improve my credit 
6196d3832545cb002736db8c,Chime Credit Builder,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,Very informative entertaining video
6196d38c2545cb002736dbc0,Chime - Banking with No Hidden Fees,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,I DO NOT USE ONLINE BANKING
6196d3962545cb002736dc07,Chime Credit Builder,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,It was definitely a bit over the top but at the same time it was cute
6196d39867efbf0026498442,Chime Credit Builder,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,I loved the video got my attention
6196d39a67efbf002649844e,Chime Credit Builder,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,A wonderful video!
6196d3ac7685330034520c2e,Chime - Banking with No Hidden Fees,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,I like the video
6196d3bc67efbf00264984ec,Chime Credit Builder,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,It is a good card to do business with it helps your credit scores 
6196d3de2545cb002736e20f,Chime Credit Builder,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,It’s nice 
6196d3e82545cb002736e251,Chime Credit Builder,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,This video was about chime and how it helps your credit.
6196d3f62545cb002736e29a,Chime Credit Builder,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,It was great very interesting 
6196d4087685330034520ca1,Chime Credit Builder,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,It was fine but I don’t need it 
6196d42b67efbf0026498837,Chime Credit Builder,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,It was a funny video and was informative as well. 
6196d43b7685330034520d11,#ChimeHasYourBack,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,I didn't care for it
6196d44dd0549e0020566a84,Chime Credit Builder,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,Interesting 
6196d454d0549e0020566a99,#ChimeHasYourBack,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,I love chime. 5 plus stars
6196d45fd0549e0020566ab8,#ChimeHasYourBack,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,Next time use a different music for people to understand better 
6196d4b42545cb002736e506,Chime Credit Builder,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,It waz good 
6196d56c2545cb002736e79b,Chime - Banking with No Hidden Fees,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,Cool video.
6196d60ea38a2f0029d4741f,#ChimeHasYourBack,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,The dancing was not really relevant to what the point of the video was. Seemed more like just trying to do a tiktok trend
6196d61b76853300345211f2,Chime - Banking with No Hidden Fees,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,It looks like a really good bank
6196d6217685330034521210,#ChimeHasYourBack,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,Cute video
6196d634768533003452128a,#ChimeHasYourBack,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,best video
6196d647768533003452130c,Chime - Banking with No Hidden Fees,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,Love it
6196d647768533003452130f,Chime - Banking with No Hidden Fees,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,I liked everything about it 
6196d66ca38a2f0029d4747f,Chime - Banking with No Hidden Fees,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,It's was a good video 
6196d68aa38a2f0029d474ae,Chime - Banking with No Hidden Fees,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,The video was average I actually have an account with Chime already I’m locked out of my account cuz I can’t remember my username 
6196d696a38a2f0029d474e5,Chime - Banking with No Hidden Fees,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,Have it be less cheesy 
6196d699a38a2f0029d474fd,Chime - Banking with No Hidden Fees,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,Boring
6196d6ada38a2f0029d47545,#ChimeHasYourBack,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,I think more information would be better for the video
6196d6b0a38a2f0029d47561,#ChimeHasYourBack,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,The girl is hot and has zero to do with banking but thanks for the show
6196d6d167efbf0026498b51,Chime - Banking with No Hidden Fees,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,I think it was great 
6196d6d467efbf0026498b60,#ChimeHasYourBack,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,It was pretty cool on here but I like the new dance moves
6196d6d767efbf0026498b72,Chime - Banking with No Hidden Fees,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,The video is great advertisement for the brand.
6196d6d867efbf0026498b75,#ChimeHasYourBack,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,Never heard of Chime
6196d701a38a2f0029d475ea,Chime - Banking with No Hidden Fees,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,I like there are no fees. As those add up quickly. 
6196d7262545cb002736e870,Chime - Banking with No Hidden Fees,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,"I like it, it’s useful to know that there is apps and banking without that kind of fees. I like how they do the ad it’s informative and it’s original "
6196d727a38a2f0029d4769d,#ChimeHasYourBack,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,The dance moves were good but the way she was dressed was distracting and not in a good way. Not empresses!
6196d72ea38a2f0029d476bd,#ChimeHasYourBack,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,It was terrible
6196d753a38a2f0029d477be,#ChimeHasYourBack,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False,I love the fact that they don’t charge any fees
6196d755a38a2f0029d477c1,#ChimeHasYourBack,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,Attention grabbing 
6196d76a2545cb002736e923,Chime - Banking with No Hidden Fees,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,Very informative.
6196d77f76853300345213d7,#ChimeHasYourBack,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,Humans are lost. 
6196d7c1d0549e002056710c,Chime - Banking with No Hidden Fees,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,It was OK
6196d7ded0549e0020567344,#ChimeHasYourBack,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,I was very happy seeing the ad
6196d7ead0549e0020567376,#ChimeHasYourBack,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,It was good 
6196d7ecd0549e002056737c,#ChimeHasYourBack,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,Didn't like
6196d7edd0549e0020567390,#ChimeHasYourBack,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,Cool and reliable 
6196d8072545cb002736e9cd,#ChimeHasYourBack,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,I do not want a bank with advertismenrs like that. Its seems irresponsible 
6196d84dd0549e002056745d,#ChimeHasYourBack,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,"video was busy but also kind of small on my screen, asking somebody whose death to listen to a video is a little off
"
6196d88d2545cb002736ea3f,Chime Credit Builder,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,Memorable
6196d8922545cb002736ea5d,#ChimeHasYourBack,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,I liked the dancing
6196d8c77685330034521901,Chime Credit Builder,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,It builds up your credit
